sample_id,book,page,column,tier,rule,K,syllable,label,R_size,P,P_y,P_all,G,G_op,P6c,P5c,PVL,Gf,K_inR,A1_fired,A1_prop,A2_fired,A2_prop,A3_fired,A3_prop,A4_fired,A4_prop,A5_fired,A5_prop,A1v_fired,A1v_prop,A2v_fired,A2v_prop,A4v_fired,A4v_prop,B1_fired,B1_prop,B2_fired,B2_prop,B3_fired,B3_prop,B4_fired,B4_prop,B5_fired,B5_prop,B6_fired,B6_prop,C1_fired,C1_prop,C2_fired,C2_prop,C3_fired,C3_prop,C4_fired,C4_prop,C5_fired,C5_prop,C6_fired,C6_prop,D1_fired,D1_prop,D2_fired,D2_prop,D3_fired,D3_prop
M2_0288,stt4,page_0090,7,SYLLABLE,nghia_consensus,条,thầy,,8,某,某,某,皇,sub,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0289,stt4,page_0156,4,SYLLABLE,nghia_consensus_tu_silver,爾,trời,,13,爾,,,匐,sub,王,王,王,王,False,False,,False,,True,爾,True,爾,False,,False,,False,,True,爾,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0290,stt4,page_0194,2,SYLLABLE,nghia_consensus,之,pha,,29,之,之,之配,記,sub,死,碗,虧,,False,False,,False,,True,之,True,之,False,,False,,False,,True,之,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0291,stt4,page_0242,2,SILVER,s2_inter_s3_corrected,遍,đạo,道,40,近,近,近,遒,sub,通,通,海,怔,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0292,stt4,page_0080,4,SYLLABLE,nghia_consensus,俘,giữ,,38,停,停,停,停,sub,停,信,停,,False,True,停,False,,True,停,False,,False,,True,停,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0293,stt4,page_0134,2,SILVER,s2_inter_s3_corrected,叔,nô,奴,9,,,,奴,sub,双,,竺,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,奴,True,奴,False,,True,奴,False,,True,奴,False,,True,,False,,True,,False,,True,,True,奴,True,奴,False,
M2_0294,stt4,page_0170,3,SILVER,s2_inter_s3_corrected,斸,vui,盃,14,斷,斷,斷,勔,sub,,致,舒,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0295,stt4,page_0172,7,SILVER,s2_inter_s3_corrected,屬,lọn,論,13,春,春,春,,del,焉,喬,喬,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0296,stt4,page_0204,5,SILVER,s2_inter_s3_corrected,祖,nó,奴,6,故,故,故麻,议,sub,麻,杜,牛,犊,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0297,stt4,page_0164,2,SILVER,s2_inter_s3_corrected,身,người,㝵,20,尋,尋,尋,,del,寻,寻,寻,尋,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0298,stt4,page_0076,7,SYLLABLE,nghia_consensus,隻,nghĩa,,10,欽,欽,欽,美,sub,吹,饮,坎,欤,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0299,stt4,page_0228,8,SYLLABLE,nghia_consensus,切,chém,,22,切,切,切,切,eq,三,动,切,切,False,True,切,False,,True,切,True,切,True,切,True,切,False,,True,切,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0300,stt4,page_0138,5,SYLLABLE,nghia_consensus,𫞲,kia,,25,官,官,官,真,sub,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0301,stt4,page_0024,9,SYLLABLE,nghia_consensus_tu_silver,祠,vua,,15,何,何,何,布,sub,布,布,在,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0302,stt4,page_0216,1,SYLLABLE,nghia_consensus,庄,chắng,,1,左,左,左,庄,eq,也,心,庄,峦,False,False,,False,,True,庄,True,庄,False,,False,,False,,True,庄,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0303,stt4,page_0258,1,SYLLABLE,nghia_consensus,乕,phải,,30,席,席,席,帥,sub,,吊,帝,七,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0304,stt4,page_0286,7,SILVER,s2_inter_s3_corrected,妨,đau,𤴬,13,坊,坊,坊,,del,坊,疠,功,疠,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0305,stt4,page_0266,8,SILVER,s3_head_bank_consensus,糞,khiến,遣,4,變,變,變,守,sub,,,行,出,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0306,stt4,page_0176,5,SYLLABLE,nghia_consensus_tu_silver,𭪙,nghiệp,,11,業,功,功,業,sub,现,黄,九,華,False,True,業,True,業,True,業,False,,False,,True,業,True,業,False,,True,業,True,業,True,業,True,業,True,業,True,業,True,,True,,True,,True,,True,,True,,True,業,True,業,True,業
M2_0307,stt4,page_0086,6,SILVER,s2_inter_s3_corrected,鬼,khỏi,塊,3,思,思,思,思,sub,毛,王,志,思,False,True,思,False,,True,思,False,,False,,True,思,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0308,stt4,page_0144,3,SYLLABLE,nghia_consensus,爾,trời,,13,廚,廚,廚,商,sub,商,商,函,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0309,stt4,page_0028,5,SYLLABLE,nghia_consensus,爾,trời,,13,爾,爾,爾,商,sub,土,奇,土,土,False,False,,False,,True,爾,True,爾,False,,False,,False,,True,爾,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0310,stt4,page_0030,7,SYLLABLE,nghia_consensus,心,làm,,17,,,,必,sub,,,公,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0311,stt4,page_0276,6,SILVER,s2_inter_s3_corrected,元,sáu,老,7,志,志,志,,del,越,志,志,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0312,stt4,page_0046,9,SYLLABLE,nghia_consensus,遥,lạ,,29,惡,惡,惡,是,sub,,华,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0313,stt4,page_0214,5,SYLLABLE,nghia_consensus_tu_silver,丑,cùng,,44,丑,論,論丑,共,sub,命,而,御,正,False,False,,False,,True,丑,True,丑,False,,False,,False,,True,丑,True,共,True,共,False,,True,共,False,,True,共,False,,True,,False,,True,,False,,True,,True,共,True,共,False,
M2_0314,stt4,page_0244,6,SYLLABLE,nghia_consensus,而,làm,,17,朗,朗,朗,口,sub,朗,朗,朗,么,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0315,stt4,page_0114,6,SILVER,s2_inter_s3_corrected,在,mà,麻,21,在,在,在,在,eq,在,在,年,,False,True,在,False,,True,在,True,在,True,在,True,在,False,,True,在,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0316,stt4,page_0302,7,SYLLABLE,nghia_consensus,𡖋,làm,,17,,,,蝉,sub,,,艺,诸,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0317,stt4,page_0068,1,SILVER,s2_inter_s3_corrected,与,ô,烏,53,多,多,多,為,sub,鸟,乌,乌,遠,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,True,乌,False,
M2_0318,stt4,page_0260,1,SYLLABLE,nghia_consensus_tu_silver,禊,áo,,43,換,換,換,倫,sub,樊,澳,複,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,True,澳,False,
M2_0319,stt4,page_0072,8,SYLLABLE,nghia_consensus,白,làm,,17,白,白,白,,del,血,白,勾,,False,False,,False,,True,白,True,白,False,,False,,False,,True,白,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0320,stt4,page_0208,3,SYLLABLE,nghia_consensus_tu_silver,采,thầy,,8,梁,梁,梁,梁,sub,华,米,荣,,False,True,梁,False,,True,梁,False,,False,,True,梁,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0321,stt4,page_0150,6,SYLLABLE,nghia_consensus_tu_silver,遥,lạ,,29,遙,遙,遙,選,sub,遥,遥,浮,遷,False,False,,False,,False,,False,,False,,False,,False,,True,遥,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0322,stt4,page_0182,3,SILVER,s2_inter_s3_corrected,乇,cha,吒,25,文,文,文,吧,sub,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0323,stt4,page_0210,8,SILVER,s2_inter_s3_corrected,廟,năm,南,19,有,巴,巴有,南,sub,上,巴,西,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,南,True,南,False,,True,南,False,,True,南,True,,True,,True,,True,,False,,True,,True,南,True,南,False,
M2_0324,stt4,page_0142,9,SYLLABLE,nghia_consensus_tu_silver,未,cho,,12,來,,,米,sub,心,茶,宗,朱,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,True,朱,False,
M2_0325,stt4,page_0304,3,SYLLABLE,nghia_consensus,白,làm,,17,白,白,白,的,sub,心,心,,,False,False,,False,,True,白,True,白,False,,False,,False,,True,白,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0326,stt4,page_0122,7,SYLLABLE,nghia_consensus,計,ghê,,19,書,書,書,計,eq,民,共,卦,计,False,False,,False,,True,計,True,計,False,,False,,False,,True,計,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0327,stt4,page_0206,2,SYLLABLE,nghia_consensus,個,vua,,15,何,何,何,例,sub,七,啊,何,們,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0328,stt4,page_0278,4,SILVER,s2_inter_s3_corrected,𭔿,người,㝵,20,尋,尋,尋,寻,sub,,,导,,False,False,,False,,False,,False,,False,,True,尋,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0329,stt4,page_0108,8,SILVER,s2_inter_s3_corrected,雲,bởi,罢,19,雲,雲,雲,黑,sub,入,黑,其,,False,False,,False,,True,雲,True,雲,False,,False,,False,,True,雲,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0330,stt4,page_0186,1,SYLLABLE,nghia_consensus_tu_silver,庶,mà,,21,居,居,居,床,sub,麻,麻,庄,二,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,True,麻,False,
M2_0331,stt4,page_0288,4,SYLLABLE,nghia_consensus,炤,lửa,,8,燈,燈,燈,熔,sub,熔,燃,熔,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0332,stt4,page_0042,7,SYLLABLE,nghia_consensus,架,thầy,,8,榮,榮,榮,菲,sub,,,入,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0333,stt4,page_0202,3,SILVER,s2_inter_s3_corrected,乇,đã,㐌,16,也,也,也,,del,色,比,也,巳,False,False,,False,,False,,False,,False,,False,,False,,False,,True,也,True,也,True,也,False,,False,,True,也,True,,False,,False,,True,,False,,True,,True,也,True,也,False,
M2_0334,stt4,page_0048,1,SILVER,s2_inter_s3_corrected,泯,hẹn,恨,15,泯,泯,泯,泯,eq,它,民,乙,𠃒,False,True,泯,False,,True,泯,True,泯,True,泯,True,泯,False,,True,泯,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0335,stt4,page_0066,1,SILVER,s2_inter_s3_corrected,弈,mà,麻,21,奔,奔,奔,麻,sub,麻,麻,库,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,麻,True,麻,False,,True,麻,False,,True,麻,True,,True,,True,,True,,False,,True,,True,麻,True,麻,True,麻
M2_0336,stt4,page_0022,7,SILVER,s2_inter_s3_corrected,心,viết,曰,2,口,口,口,曰,sub,羽,羽,羽,合,False,False,,False,,False,,False,,False,,False,,False,,False,,True,曰,True,曰,False,,True,曰,False,,True,曰,True,,True,,True,,True,,False,,True,,True,曰,True,曰,False,
M2_0337,stt4,page_0098,4,SILVER,s2_inter_s3_corrected,條,bảo,保,64,條,條,條,係,sub,保,保,筰,二,False,False,,False,,True,條,True,條,False,,False,,False,,True,條,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,True,保,False,
M2_0338,stt4,page_0300,5,SYLLABLE,nghia_consensus_tu_silver,丑,cùng,,44,美,美,美世,共,sub,文,文,支,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,共,True,共,False,,True,共,False,,True,共,True,,True,,True,,True,,False,,True,,True,共,True,共,False,
M2_0339,stt4,page_0084,2,SYLLABLE,nghia_consensus,修,khác,,11,修,修,修,晤,sub,白,,句,一,False,False,,False,,True,修,True,修,False,,False,,False,,True,修,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0340,stt4,page_0272,2,SYLLABLE,nghia_consensus_tu_silver,適,đạo,,40,道,道,道,,del,通,道,迺,通,False,False,,False,,False,,False,,False,,False,,False,,False,,True,道,True,道,True,道,False,,False,,True,道,True,,False,,False,,True,,False,,True,,True,道,True,道,False,
M2_0341,stt4,page_0152,6,SYLLABLE,nghia_consensus,罡,là,,31,吳,,,冥,sub,四,,也,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0342,stt4,page_0192,6,SYLLABLE,nghia_consensus_tu_silver,適,đạo,,40,,,,遠,sub,道,道,通,仕,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,True,道,False,
M2_0343,stt4,page_0188,8,SILVER,s2_inter_s3_corrected,子,người,㝵,20,尋,尋,尋,暑,sub,号,,寻,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0344,stt4,page_0190,1,SYLLABLE,nghia_consensus,肃,le,,15,清,清,清,者,sub,西,禹,吉,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0345,stt4,page_0112,9,SYLLABLE,nghia_consensus,紏,dấu,,43,,,,尊,sub,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0346,stt4,page_0064,3,SYLLABLE,nghia_consensus_tu_silver,辰,rằng,,12,辰,辰,辰,底,sub,底,宸,宸,,False,False,,False,,True,辰,True,辰,False,,False,,False,,True,辰,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0347,stt4,page_0058,3,SILVER,s2_inter_s3_corrected,渴,le,𠻗,15,焉,焉,焉,霈,sub,涵,商,寿,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0348,stt4,page_0092,9,SILVER,s2_inter_s3_corrected,遏,quá,過,11,還,還,還,遇,sub,遍,遍,高,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0349,stt4,page_0128,4,SYLLABLE,nghia_consensus_tu_silver,僊,đức,,21,僊,僊,僊,僡,sub,僊,惩,尤,懦,False,False,,False,,True,僊,True,僊,False,,False,,False,,True,僊,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0350,stt4,page_0264,4,SYLLABLE,nghia_consensus,条,thầy,,8,翁,翁,翁,案,sub,白,条,案,発,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0351,stt4,page_0184,2,SYLLABLE,nghia_consensus,三,đến,,21,之,之,之,旦,sub,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,旦,True,旦,False,,True,旦,False,,True,旦,True,,True,,True,,True,,False,,True,,True,旦,True,旦,False,
M2_0352,stt4,page_0158,3,SYLLABLE,nghia_consensus_tu_silver,勁,chữa,,15,勁,勁,勁,勁,eq,丁,动,可,助,False,True,勁,False,,True,勁,True,勁,True,勁,True,勁,False,,True,勁,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,助,False,
M2_0353,stt4,page_0198,3,SILVER,s2_inter_s3_corrected,之,đời,代,7,代,代,代之,之,eq,,,,,False,False,,False,,True,之,True,之,False,,False,,False,,True,之,True,代,True,代,True,代,False,,False,,True,代,True,,False,,False,,True,,False,,True,,True,代,True,代,False,
M2_0354,stt4,page_0236,7,SYLLABLE,nghia_consensus,晁,con,,15,還,還,還,思,sub,恐,兆,廵,懊,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0355,stt4,page_0168,4,SILVER,s2_inter_s3_corrected,喜,lần,吝,37,喜,喜,喜,容,sub,凤,悠,及,仪,False,False,,False,,True,喜,True,喜,False,,False,,False,,True,喜,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0356,stt4,page_0034,2,SYLLABLE,nghia_consensus,三,đến,,21,旦,旦,旦,旦,sub,,,回,,False,True,旦,True,旦,True,旦,False,,False,,True,旦,True,旦,False,,True,旦,True,旦,True,旦,True,旦,True,旦,True,旦,True,,True,,True,,True,,True,,True,,True,旦,True,旦,True,旦
M2_0357,stt4,page_0130,9,SILVER,s2_inter_s3_corrected,在,mà,麻,21,在,在,在,,del,麻,麻,车,,False,False,,False,,True,在,True,在,False,,False,,False,,True,在,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,True,麻,False,
M2_0358,stt4,page_0148,4,SYLLABLE,nghia_consensus_tu_silver,𭃡,xưa,,20,効,効,効,曹,sub,日,,曰,动,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0359,stt4,page_0162,6,SYLLABLE,nghia_consensus,爾,trời,,13,罢,罢,罢,府,sub,云,,古,迦,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0360,stt4,page_0140,8,SILVER,s2_inter_s3_corrected,乇,đã,㐌,16,也,也,也,屯,sub,正,是,迁,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,也,True,也,True,也,False,,False,,True,也,True,,True,,True,,True,,False,,True,,True,也,True,也,False,
M2_0361,stt4,page_0012,5,SYLLABLE,nghia_consensus,而,làm,,17,云,云,云,而,eq,特,特,特,,False,False,,False,,True,而,True,而,False,,False,,False,,True,而,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0362,stt4,page_0252,5,SYLLABLE,nghia_consensus,𭮀,pha,,29,至,至,至,,del,至,至,至,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0363,stt4,page_0220,3,SYLLABLE,nghia_consensus,伺,vua,,15,爾,爾,爾,嗣,sub,八,有,嗣,八,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0364,stt4,page_0026,5,SYLLABLE,nghia_consensus_tu_silver,妨,cô,,61,正,正,正,詰,sub,云,,云,法,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0365,stt4,page_0118,9,SILVER,s2_inter_s3_corrected,祀,trẻ,礼,24,祀,祀,祀,祀,eq,徙,社,社,,False,True,祀,False,,True,祀,True,祀,True,祀,True,祀,False,,True,祀,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0366,stt4,page_0270,6,SYLLABLE,nghia_consensus,而,làm,,17,白,白,白,嘤,sub,,公,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0367,stt4,page_0250,2,SYLLABLE,nghia_consensus,皇,thánh,,33,皇,,,皇,eq,,,制,堑,False,True,皇,False,,True,皇,True,皇,True,皇,True,皇,False,,True,皇,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0368,stt4,page_0102,1,SILVER,s2_inter_s3_corrected,冉,mà,麻,21,非,非,非,麻,sub,年,麻,舟,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,麻,True,麻,False,,True,麻,False,,True,麻,True,,True,,True,,True,,False,,True,,True,麻,True,麻,True,麻
M2_0369,stt4,page_0060,4,SILVER,s2_inter_s3_corrected,𭔿,người,㝵,20,尋,尋,尋,寻,sub,人,拿,尊,,False,False,,False,,False,,False,,False,,True,尋,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0370,stt4,page_0078,4,SYLLABLE,nghia_consensus,三,đến,,21,旦,旦,旦,旦,sub,,,笏,,False,True,旦,True,旦,True,旦,False,,False,,True,旦,True,旦,False,,True,旦,True,旦,True,旦,True,旦,True,旦,True,旦,True,,True,,True,,True,,True,,True,,True,旦,True,旦,True,旦
M2_0371,stt4,page_0096,5,SYLLABLE,nghia_consensus_tu_silver,辰,rằng,,12,宸,宸,宸,底,sub,底,辰,辰,境,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0372,stt4,page_0036,2,SYLLABLE,nghia_consensus,麦,lâu,,82,麥,麥,麥更,妻,sub,姜,美,姜,,False,False,,False,,False,,False,,False,,False,,False,,True,麦,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0373,stt4,page_0196,9,SILVER,s2_inter_s3_corrected,府,mà,麻,21,与,与,与,麻,sub,父,父,父,父,False,False,,False,,False,,False,,False,,False,,False,,False,,True,麻,True,麻,False,,True,麻,False,,True,麻,True,,True,,True,,True,,False,,True,,True,麻,True,麻,False,
M2_0374,stt4,page_0268,7,SILVER,s2_inter_s3_corrected,困,có,固,15,國,國,國,固,sub,国,国,固,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,固,True,固,False,,True,固,False,,True,固,True,,True,,True,,True,,False,,True,,True,固,True,固,True,固
M2_0375,stt4,page_0050,7,SILVER,s2_inter_s3_corrected,身,người,㝵,20,尋,尋,尋,寻,sub,守,等,寻,言,False,False,,False,,False,,False,,False,,True,尋,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0376,stt4,page_0056,5,SILVER,s2_inter_s3_corrected,遂,giục,逐,12,迎,迎,迎,迎,sub,永,丞,迎,遊,False,True,迎,False,,True,迎,False,,False,,True,迎,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0377,stt4,page_0032,3,SYLLABLE,nghia_consensus,𭃡,xưa,,20,初,初,初,,del,动,初,初,境,False,False,,False,,False,,False,,False,,False,,False,,False,,True,初,True,初,True,初,False,,False,,True,初,True,,False,,False,,True,,False,,True,,True,初,True,初,False,
M2_0378,stt4,page_0094,4,SILVER,s2_inter_s3_corrected,百,rô,嚕,11,或,或,或,雲,sub,雲,,雲,境,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0379,stt4,page_0294,9,SILVER,s3_head_bank_consensus,笑,khóc,哭,8,笑,笑,笑,兾,sub,一,大,六,,False,False,,False,,True,笑,True,笑,False,,False,,False,,True,笑,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0380,stt4,page_0224,2,SYLLABLE,nghia_consensus,麦,lâu,,82,,,,妻,sub,四,瓜,刈,来,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0381,stt4,page_0014,4,SILVER,s2_inter_s3_corrected,奔,mà,麻,21,至,至,至在,廦,sub,,本,过,備,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0382,stt4,page_0082,3,SILVER,s2_inter_s3_corrected,胳,khác,恪,11,恪,恪,恪,恪,sub,之,疼,大,,False,True,恪,True,恪,True,恪,False,,False,,True,恪,True,恪,False,,True,恪,True,恪,True,恪,True,恪,True,恪,True,恪,True,,True,,True,,True,,True,,True,,True,恪,True,恪,True,恪
M2_0383,stt4,page_0126,5,SILVER,s2_inter_s3_corrected,尋,người,㝵,20,尋,尋,尋,寻,sub,,寻,尊,,False,False,,False,,True,尋,True,尋,False,,True,尋,False,,True,尋,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
