syllable,label,unicode,population,audit_n,audit_wrong,audit_rate,exp_wrong,ocr_chars,dict_ok,tiers
ngựa,驭,U+9A6D,2,0,0,,,取,True,GOLD
nhiêu,蟯,U+87EF,2,0,0,,,澆,True,GOLD
nhân,人,U+4EBA,2,0,0,,,人,True,GOLD
như,娘,U+5A18,2,0,0,,,妃/恥,True,GOLD/SILVER
nhạo,道,U+9053,2,0,0,,,楽,True,SILVER
ni,𡰱,U+21C31,2,0,0,,,君,True,SILVER
noi,内,U+5185,2,0,0,,,内,True,GOLD
non,山,U+5C71,2,0,0,,,谓/顯,True,SILVER
nung,膿,U+81BF,2,0,0,,,膿,True,GOLD
nài,奈,U+5948,2,0,0,,,奈/拳,True,GOLD/SILVER
nát,湼,U+6E7C,2,0,0,,,湼,True,GOLD
nát,𢝘,U+22758,2,0,0,,,星,True,GOLD
nóc,耨,U+8028,2,0,0,,,耨,True,GOLD
nói,㐻,U+343B,2,0,0,,,肭,True,GOLD
nạn,难,U+96BE,2,0,0,,,难,True,GOLD
nề,泥,U+6CE5,2,0,0,,,泥,True,GOLD
nối,挼,U+633C,2,0,0,,,挼,True,GOLD
oán,怨,U+6028,2,0,0,,,怨/恐,True,GOLD
oán,𭜨,U+2D728,2,0,0,,,𭜨,True,GOLD
pha,披,U+62AB,2,0,0,,,哦,True,GOLD
pha,破,U+7834,2,0,0,,,破,True,GOLD
pha,頗,U+9817,2,0,0,,,頗,True,GOLD
phiêu,漂,U+6F02,2,0,0,,,漂,True,GOLD
phục,復,U+5FA9,2,0,0,,,復,True,GOLD
quay,𢮿,U+22BBF,2,0,0,,,捶,True,GOLD
quyền,權,U+6B0A,2,0,0,,,權/𫞐,True,GOLD/SILVER
quán,舘,U+8218,2,0,0,,,舘,True,GOLD
quí,貴,U+8CB4,2,0,0,,,責,True,GOLD
ro,由,U+7531,2,0,0,,,由,True,GOLD
rút,𢫫,U+22AEB,2,0,0,,,捧,True,GOLD
rất,㩫,U+3A6B,2,0,0,,,摽,True,GOLD
rằng,娘,U+5A18,2,0,0,,,妃,True,GOLD
rối,対,U+5BFE,2,0,0,,,対/时,True,GOLD/SILVER
rối,綏,U+7D8F,2,0,0,,,姦/編,True,GOLD/SILVER
rỗi,磊,U+78CA,2,0,0,,,瀛/磊,True,GOLD/SILVER
si,希,U+5E0C,2,0,0,,,希,True,GOLD
si,离,U+79BB,2,0,0,,,槎/离,True,GOLD/SILVER
son,崙,U+5D19,2,0,0,,,崙,True,GOLD
sàu,老,U+8001,2,0,0,,,老,False,SILVER
sáng,朗,U+6717,2,0,0,,,倒/劍,True,GOLD/SILVER
sâu,娄,U+5A04,2,0,0,,,凄/娑,True,SILVER
sóng,弄,U+5F04,2,0,0,,,弄,True,GOLD
sườn,𦘹,U+26639,2,0,0,,,朏,True,GOLD
sắc,勑,U+52D1,2,0,0,,,勑,True,GOLD
tai,烖,U+70D6,2,0,0,,,烖/赤,True,GOLD
tan,散,U+6563,2,0,0,,,䏻/敔,True,GOLD
thai,胎,U+80CE,2,0,0,,,胎/脇,True,GOLD/SILVER
than,熯,U+71AF,2,0,0,,,模/熯,True,GOLD/SILVER
theo,蹺,U+8E7A,2,0,0,,,曉/蹺,True,GOLD
thi,絁,U+7D41,2,0,0,,,陁,True,GOLD
thuê,稅,U+7A05,2,0,0,,,挑/稅,True,GOLD/SILVER
thê,妻,U+59BB,2,0,0,,,妻,True,GOLD
thì,莳,U+83B3,2,0,0,,,街,True,GOLD
thì,鰣,U+9C23,2,0,0,,,靜,True,GOLD
thí,弛,U+5F1B,2,0,0,,,陁,True,GOLD
thí,譬,U+8B6C,2,0,0,,,譬,True,GOLD
thích,釋,U+91CB,2,0,0,,,釋,True,GOLD
thấv,体,U+4F53,2,0,0,,,体,False,SILVER
thổi,退,U+9000,2,0,0,,,退,True,GOLD
thờ,徐,U+5F90,2,0,0,,,徐,True,GOLD
tiền,銭,U+92AD,2,0,0,,,銭,True,GOLD
to,穌,U+7A4C,2,0,0,,,舞/酥,True,GOLD/SILVER
toi,𤻒,U+24ED2,2,0,0,,,碎,True,GOLD
trang,荘,U+8358,2,0,0,,,荘,True,GOLD
truoc,畧,U+7567,2,0,0,,,畧,False,SILVER
truy,追,U+8FFD,2,0,0,,,追,True,GOLD
truồng,仲,U+4EF2,2,0,0,,,冲,True,GOLD
trái,𣡙,U+23859,2,0,0,,,懶/順,True,GOLD/SILVER
trói,綴,U+7DB4,2,0,0,,,綴,True,GOLD
trùng,重,U+91CD,2,0,0,,,重,True,GOLD
trắng,壮,U+58EE,2,0,0,,,壮,True,GOLD
trọn,論,U+8AD6,2,0,0,,,論,True,GOLD
trốn,迍,U+8FCD,2,0,0,,,連,True,SILVER
tu,湏,U+6E4F,2,0,0,,,湏/頃,True,GOLD
tê,棲,U+68F2,2,0,0,,,接/棲,True,GOLD/SILVER
tạo,造,U+9020,2,0,0,,,造/𨖥,True,GOLD/SILVER
tả,左,U+5DE6,2,0,0,,,左,True,GOLD
tắt,悉,U+6089,2,0,0,,,悉,True,GOLD
tợn,羡,U+7FA1,2,0,0,,,羡/隻,True,GOLD/SILVER
tục,俗,U+4FD7,2,0,0,,,俗,True,GOLD
từ,辞,U+8F9E,2,0,0,,,辞,True,GOLD
uế,穢,U+7A62,2,0,0,,,穢,True,GOLD
vò,圩,U+5729,2,0,0,,,圩,True,GOLD
văng,永,U+6C38,2,0,0,,,永,True,GOLD
vậv,丕,U+4E15,2,0,0,,,丕,False,SILVER
vậy,㔻,U+353B,2,0,0,,,㔻,True,GOLD
vị,味,U+5473,2,0,0,,,味,True,GOLD
xau,丑,U+4E11,2,0,0,,,丑,False,SILVER
xi,侈,U+4F88,2,0,0,,,沙/移,True,GOLD
xiêu,漂,U+6F02,2,0,0,,,漂,True,GOLD
xưng,稱,U+7A31,2,0,0,,,稱,True,GOLD
xứ,𠁅,U+20045,2,0,0,,,豦/𠁅,True,GOLD/SILVER
xức,式,U+5F0F,2,0,0,,,式,True,GOLD
ác,恶,U+6076,2,0,0,,,恶,True,GOLD
ái,愛,U+611B,2,0,0,,,愛,True,GOLD
án,安,U+5B89,2,0,0,,,安/要,True,GOLD/SILVER
ánh,暎,U+668E,2,0,0,,,暎,True,GOLD
áo,㤇,U+3907,2,0,0,,,仸/氏,True,GOLD
êm,厭,U+53AD,2,0,0,,,厭,True,GOLD
ô,塢,U+5862,2,0,0,,,怎/皇,True,GOLD
ông,王,U+738B,2,0,0,,,主/王,True,GOLD
ông,螉,U+8789,2,0,0,,,螉/騐,True,GOLD
đe,哆,U+54C6,2,0,0,,,哆,True,GOLD
đong,㨂,U+3A02,2,0,0,,,棟/陳,True,GOLD/SILVER
đây,假,U+5047,2,0,0,,,假,True,GOLD
đã,乑,U+4E51,2,0,0,,,乇/來,True,GOLD/SILVER
đã,它,U+5B83,2,0,0,,,乞/死,True,GOLD/SILVER
đói,对,U+5BF9,2,0,0,,,对,True,GOLD
đón,迍,U+8FCD,2,0,0,,,䢌/迍,True,GOLD/SILVER
đôi,堆,U+5806,2,0,0,,,唯/堆,True,GOLD/SILVER
đường,堂,U+5802,2,0,0,,,堂,True,GOLD
đạp,踏,U+8E0F,2,0,0,,,踏,True,GOLD
đến,典,U+5178,2,0,0,,,典,True,GOLD
đến,𨀏,U+2800F,2,0,0,,,公/田,True,GOLD/SILVER
đền,田,U+7530,2,0,0,,,田,True,GOLD
đốt,拙,U+62D9,2,0,0,,,㷔/墻,True,SILVER
độc,櫝,U+6ADD,2,0,0,,,櫝,True,GOLD
đứng,等,U+7B49,2,0,0,,,等,True,GOLD
đứng,頂,U+9802,2,0,0,,,項,True,GOLD
ơ,於,U+65BC,2,0,0,,,於,True,GOLD
ấy,癸,U+7678,2,0,0,,,坌,True,GOLD
ấy,𧘇,U+27607,2,0,0,,,公,True,GOLD
ẩn,隐,U+9690,2,0,0,,,隐,True,GOLD
ẩn,隠,U+96A0,2,0,0,,,隠,True,GOLD
a,㨋,U+3A0B,1,0,0,,,花,True,GOLD
a,价,U+4EF7,1,0,0,,,及,True,GOLD
a,假,U+5047,1,0,0,,,两,True,GOLD
a,吔,U+5414,1,0,0,,,迪,True,GOLD
a,哑,U+54D1,1,0,0,,,亚,True,GOLD
a,堊,U+580A,1,0,0,,,並,True,SILVER
ai,捱,U+6371,1,0,0,,,罪,True,GOLD
am,奄,U+5944,1,0,0,,,奄,True,GOLD
am,裺,U+88FA,1,0,0,,,淹,True,GOLD
am,諳,U+8AF3,1,0,0,,,語,True,GOLD
an,缶,U+7F36,1,0,0,,,岳,True,GOLD
atina,那,U+90A3,1,0,0,,,那,False,SILVER
ay,炤,U+70A4,1,0,0,,,炤,False,SILVER
aythi,寺,U+5BFA,1,0,0,,,寺,False,SILVER
ba,三,U+4E09,1,0,0,,,三,True,GOLD
bam,巴,U+5DF4,1,0,0,,,巴,False,SILVER
ban,頒,U+9812,1,0,0,,,頒,True,GOLD
be,陂,U+9642,1,0,0,,,波,True,GOLD
biet,别,U+522B,1,0,0,,,别,False,SILVER
biếhỏi,塊,U+584A,1,0,0,,,塊,False,SILVER
biến,𣷷,U+23DF7,1,0,0,,,麽,True,GOLD
biếng,丙,U+4E19,1,0,0,,,丙,True,GOLD
buôn,倴,U+5034,1,0,0,,,奪,True,GOLD
buôn,盆,U+76C6,1,0,0,,,盆,True,GOLD
buồm,㠶,U+3836,1,0,0,,,㠶,True,GOLD
bà,袙,U+8899,1,0,0,,,南,True,GOLD
bãi,罷,U+7F77,1,0,0,,,罷,True,GOLD
bênh,兵,U+5175,1,0,0,,,兵,True,GOLD
bì,皮,U+76AE,1,0,0,,,皮,True,GOLD
bình,并,U+5E76,1,0,0,,,并,True,GOLD
bí,賁,U+8CC1,1,0,0,,,賁,True,GOLD
bò,補,U+88DC,1,0,0,,,補,True,GOLD
bòn,盆,U+76C6,1,0,0,,,举,True,SILVER
bó,補,U+88DC,1,0,0,,,補,True,GOLD
bóng,俸,U+4FF8,1,0,0,,,俸,True,GOLD
bót,扒,U+6252,1,0,0,,,扒,False,SILVER
bô,哺,U+54FA,1,0,0,,,哺,True,GOLD
bút,筆,U+7B46,1,0,0,,,筆,True,GOLD
bạn,拌,U+62CC,1,0,0,,,拌,True,GOLD
bản,本,U+672C,1,0,0,,,本,True,GOLD
bảo,𠈃,U+20203,1,0,0,,,𠈃,True,GOLD
bấy,貝,U+8C9D,1,0,0,,,目,True,GOLD
bắn,半,U+534A,1,0,0,,,丰,True,GOLD
bắt,北,U+5317,1,0,0,,,北,True,GOLD
bọt,浡,U+6D61,1,0,0,,,浡,True,GOLD
bồn,盆,U+76C6,1,0,0,,,𢬵,True,SILVER
bổ,補,U+88DC,1,0,0,,,補,True,GOLD
bớ,叭,U+53ED,1,0,0,,,槐,True,SILVER
bớt,捌,U+634C,1,0,0,,,捌,True,GOLD
bởi,罷,U+7F77,1,0,0,,,罷,True,GOLD
bởi,羆,U+7F86,1,0,0,,,黑,True,GOLD
bứt,抔,U+6294,1,0,0,,,抔,True,GOLD
bửa,把,U+628A,1,0,0,,,把,True,GOLD
c,極,U+6975,1,0,0,,,逢,True,SILVER
ca,可,U+53EF,1,0,0,,,付,True,SILVER
ca,哿,U+54FF,1,0,0,,,對,True,SILVER
ca,嘎,U+560E,1,0,0,,,境,True,GOLD
ca,旭,U+65ED,1,0,0,,,也,True,GOLD
canh,更,U+66F4,1,0,0,,,更,True,GOLD
cao,嗶,U+55F6,1,0,0,,,畢,True,GOLD
cha,咱,U+54B1,1,0,0,,,旧,True,GOLD
cha,托,U+6258,1,0,0,,,托,True,GOLD
chay,斊,U+658A,1,0,0,,,蚤,True,GOLD
che,𩂏,U+2908F,1,0,0,,,雪,True,GOLD
chet,折,U+6298,1,0,0,,,折,False,SILVER
chi,枝,U+679D,1,0,0,,,技,True,GOLD
chi,氏,U+6C0F,1,0,0,,,氏,True,GOLD
chia,吱,U+5431,1,0,0,,,伎,True,SILVER
chiu,炤,U+70A4,1,0,0,,,炤,True,GOLD
chiudao,道,U+9053,1,0,0,,,道,False,SILVER
cho,埃,U+57C3,1,0,0,,,翁,True,GOLD
cho,木,U+6728,1,0,0,,,人,True,GOLD
chono,奴,U+5974,1,0,0,,,奴,False,SILVER
chua,𠰍,U+20C0D,1,0,0,,,主,True,GOLD
châm,針,U+91DD,1,0,0,,,針,True,GOLD
chân,嗔,U+55D4,1,0,0,,,嗔,True,GOLD
châu,㑳,U+3473,1,0,0,,,鄒,True,GOLD
chí,志,U+5FD7,1,0,0,,,志,True,GOLD
chín,㐱,U+3431,1,0,0,,,㐱,True,GOLD
chín,佂,U+4F42,1,0,0,,,伍,True,GOLD
chùy,椎,U+690E,1,0,0,,,椎,True,GOLD
chúahúa,主,U+4E3B,1,0,0,,,主,False,SILVER
chăng,張,U+5F35,1,0,0,,,張,True,GOLD
chăng,荘,U+8358,1,0,0,,,荘,True,GOLD
chĩnh,埕,U+57D5,1,0,0,,,埕,True,GOLD
chưa,濐,U+6FD0,1,0,0,,,屠,True,GOLD
chưa,諸,U+8AF8,1,0,0,,,諸,True,GOLD
chưa,𤀞,U+2401E,1,0,0,,,消,True,SILVER
chải,扯,U+626F,1,0,0,,,扯,True,GOLD
chải,止,U+6B62,1,0,0,,,止,True,GOLD
chầy,遅,U+9045,1,0,0,,,遷,True,GOLD
chầy,遟,U+905F,1,0,0,,,遟,True,GOLD
chậm,甚,U+751A,1,0,0,,,甚,True,GOLD
chằng,庄,U+5E84,1,0,0,,,庒,True,GOLD
chẳng,㽵,U+3F75,1,0,0,,,㽵,True,GOLD
chẳng,丕,U+4E15,1,0,0,,,不,True,GOLD
chết,托,U+6258,1,0,0,,,乇,True,GOLD
chết,摺,U+647A,1,0,0,,,摺,True,GOLD
chết,𣩂,U+23A42,1,0,0,,,惡,True,GOLD
chị,肺,U+80BA,1,0,0,,,肺,True,GOLD
chịu,受,U+53D7,1,0,0,,,受,True,GOLD
chịu,𠮦,U+20BA6,1,0,0,,,𠮦,True,GOLD
chớ,陼,U+967C,1,0,0,,,陼,True,GOLD
chớ,𤈪,U+2422A,1,0,0,,,滅,True,GOLD
chờ,除,U+9664,1,0,0,,,除,True,GOLD
chợ,助,U+52A9,1,0,0,,,助,True,GOLD
chứng,證,U+8B49,1,0,0,,,證,True,GOLD
chừa,徐,U+5F90,1,0,0,,,徐,True,GOLD
chực,直,U+76F4,1,0,0,,,直,True,GOLD
co,姑,U+59D1,1,0,0,,,姑,True,GOLD
coi,嵬,U+5D6C,1,0,0,,,鬼,True,GOLD
con,婫,U+5A6B,1,0,0,,,履,True,GOLD
con,罤,U+7F64,1,0,0,,,罢,True,GOLD
con,群,U+7FA4,1,0,0,,,群,True,GOLD
con,𤙭,U+2466D,1,0,0,,,備,True,GOLD
conhiều,吒,U+5412,1,0,0,,,吒,False,SILVER
cuagi,之,U+4E4B,1,0,0,,,之,False,SILVER
cuan,官,U+5B98,1,0,0,,,官,False,SILVER
cung,邛,U+909B,1,0,0,,,女,True,GOLD
cuốn,卷,U+5377,1,0,0,,,卷,True,GOLD
cà,哥,U+54E5,1,0,0,,,哥,True,GOLD
cành,挭,U+632D,1,0,0,,,授,True,SILVER
các,挃,U+6303,1,0,0,,,摂,True,GOLD
cách,恪,U+606A,1,0,0,,,烙,True,SILVER
cách,隔,U+9694,1,0,0,,,隔,True,GOLD
cácho,朱,U+6731,1,0,0,,,朱,False,SILVER
cáchánh,垩,U+57A9,1,0,0,,,垩,False,SILVER
cánh,更,U+66F4,1,0,0,,,更,True,GOLD
cát,葛,U+845B,1,0,0,,,葛,True,GOLD
câm,今,U+4ECA,1,0,0,,,今,True,GOLD
câu,抅,U+6285,1,0,0,,,抅,True,GOLD
câu,朐,U+6710,1,0,0,,,胸,True,GOLD
câu,鈎,U+920E,1,0,0,,,鈎,True,GOLD
còn,自,U+81EA,1,0,0,,,旦,True,GOLD
còn,𡥵,U+21975,1,0,0,,,渡,True,GOLD
có,古,U+53E4,1,0,0,,,古,True,GOLD
có,窖,U+7A96,1,0,0,,,离,True,GOLD
có,者,U+8005,1,0,0,,,者,True,GOLD
cóp,合,U+5408,1,0,0,,,风,True,SILVER
côn,混,U+6DF7,1,0,0,,,混,True,GOLD
cùng,廾,U+5EFE,1,0,0,,,万,True,GOLD
cùng,蛩,U+86E9,1,0,0,,,異,True,GOLD
cùng,𡀳,U+21033,1,0,0,,,唯,True,GOLD
cùng,𡃕,U+210D5,1,0,0,,,噶,True,GOLD
cúi,𨆝,U+2819D,1,0,0,,,蹌,True,GOLD
căn,垠,U+57A0,1,0,0,,,艮,True,SILVER
cũng,廾,U+5EFE,1,0,0,,,丹,True,GOLD
cơm,𩚵,U+296B5,1,0,0,,,餌,True,GOLD
cương,綱,U+7DB1,1,0,0,,,綱,True,GOLD
cướp,刼,U+523C,1,0,0,,,刼,True,GOLD
cảm,感,U+611F,1,0,0,,,感,True,GOLD
cảnh,景,U+666F,1,0,0,,,景,True,GOLD
cất,揭,U+63ED,1,0,0,,,摺,True,GOLD
cầm,吟,U+541F,1,0,0,,,吟,True,GOLD
cần,勤,U+52E4,1,0,0,,,勤,True,GOLD
cập,及,U+53CA,1,0,0,,,及,True,GOLD
cắn,艮,U+826E,1,0,0,,,懷,True,SILVER
cặp,及,U+53CA,1,0,0,,,孤,True,SILVER
cỏi,塊,U+584A,1,0,0,,,擒,True,SILVER
cối,檜,U+6A9C,1,0,0,,,檜,True,GOLD
cội,檜,U+6A9C,1,0,0,,,擒,True,SILVER
cột,榾,U+69BE,1,0,0,,,榾,True,GOLD
của,咕,U+5495,1,0,0,,,苦,True,GOLD
cứ,㨿,U+3A3F,1,0,0,,,㨿,True,GOLD
cứng,亙,U+4E99,1,0,0,,,互,True,GOLD
cứng,勁,U+52C1,1,0,0,,,勁,True,GOLD
cứu,救,U+6551,1,0,0,,,救,True,GOLD
cửa,舉,U+8209,1,0,0,,,舉,True,GOLD
da,多,U+591A,1,0,0,,,多,True,GOLD
dai,帶,U+5E36,1,0,0,,,浅,True,SILVER
den,事,U+4E8B,1,0,0,,,事,False,SILVER
di,趍,U+8D8D,1,0,0,,,趍,True,GOLD
di,鲐,U+9C90,1,0,0,,,結,True,GOLD
diêu,姚,U+59DA,1,0,0,,,桃,True,SILVER
dong,冬,U+51AC,1,0,0,,,冬,True,GOLD
du,汓,U+6C53,1,0,0,,,好,True,GOLD
dài,來,U+4F86,1,0,0,,,果,True,GOLD
dành,仃,U+4EC3,1,0,0,,,仃,True,GOLD
dành,停,U+505C,1,0,0,,,停,True,GOLD
dâm,婬,U+5A6C,1,0,0,,,婬,True,GOLD
dê,羝,U+7F9D,1,0,0,,,羝,True,GOLD
dù,𢂎,U+2208E,1,0,0,,,曲,True,GOLD
dư,与,U+4E0E,1,0,0,,,与,True,GOLD
dạ,夜,U+591C,1,0,0,,,夜,True,GOLD
dại,曵,U+66F5,1,0,0,,,曵,True,GOLD
dạy,教,U+6559,1,0,0,,,教,True,GOLD
dậv,曳,U+66F3,1,0,0,,,曳,False,SILVER
dặm,琰,U+7430,1,0,0,,,琰,True,GOLD
dệt,滅,U+6EC5,1,0,0,,,滅,True,GOLD
dọc,獨,U+7368,1,0,0,,,獨,True,GOLD
dố,𤰞,U+24C1E,1,0,0,,,𤰞,False,SILVER
dộng,洞,U+6D1E,1,0,0,,,溷,True,GOLD
dụ,喻,U+55BB,1,0,0,,,喻,True,GOLD
dụ,誘,U+8A98,1,0,0,,,誘,True,GOLD
dức,拭,U+62ED,1,0,0,,,身,True,GOLD
dứt,悉,U+6089,1,0,0,,,悉,True,GOLD
dứt,担,U+62C5,1,0,0,,,坦,True,GOLD
dừa,梌,U+688C,1,0,0,,,餘,True,GOLD
dừa,椰,U+6930,1,0,0,,,椰,True,GOLD
dừng,停,U+505C,1,0,0,,,停,True,GOLD
dữ,與,U+8207,1,0,0,,,與,True,GOLD
dựa,預,U+9810,1,0,0,,,預,True,GOLD
e,依,U+4F9D,1,0,0,,,依,True,GOLD
e,鬼,U+9B3C,1,0,0,,,畏,True,GOLD
em,𠲖,U+20C96,1,0,0,,,來,True,GOLD
ga,車,U+8ECA,1,0,0,,,車,False,SILVER
ghen,慳,U+6173,1,0,0,,,慳,True,GOLD
gia,荼,U+837C,1,0,0,,,茶,True,GOLD
gian,艰,U+8270,1,0,0,,,艰,True,GOLD
giao,交,U+4EA4,1,0,0,,,交,True,GOLD
giao,教,U+6559,1,0,0,,,教,True,GOLD
gieo,招,U+62DB,1,0,0,,,炤,True,GOLD
gio,加,U+52A0,1,0,0,,,加,False,SILVER
giu,朱,U+6731,1,0,0,,,朱,False,SILVER
giu,板,U+677F,1,0,0,,,板,False,SILVER
giu,秋,U+79CB,1,0,0,,,秋,False,SILVER
già,樝,U+6A1D,1,0,0,,,麾,True,GOLD
già,袈,U+8888,1,0,0,,,架,True,GOLD
giáp,甲,U+7532,1,0,0,,,甲,True,GOLD
giã,㨋,U+3A0B,1,0,0,,,渚,True,GOLD
gióp,樞,U+6A1E,1,0,0,,,樞,False,SILVER
giư,佇,U+4F47,1,0,0,,,佇,False,SILVER
giấy,紙,U+7D19,1,0,0,,,紙,True,GOLD
giếng,井,U+4E95,1,0,0,,,井,True,GOLD
giữ,㑏,U+344F,1,0,0,,,付,True,GOLD
giữ,与,U+4E0E,1,0,0,,,与,True,GOLD
go,姑,U+59D1,1,0,0,,,姑,True,GOLD
gác,各,U+5404,1,0,0,,,各,True,GOLD
gây,𢲧,U+22CA7,1,0,0,,,搃,True,GOLD
gãy,技,U+6280,1,0,0,,,枝,True,GOLD
gìn,廛,U+5EDB,1,0,0,,,廛,True,GOLD
góc,谷,U+8C37,1,0,0,,,谷,True,GOLD
gả,嫁,U+5AC1,1,0,0,,,嫁,True,GOLD
gấm,錦,U+9326,1,0,0,,,錦,True,GOLD
gần,斤,U+65A4,1,0,0,,,尺,True,GOLD
gần,近,U+8FD1,1,0,0,,,爲,True,GOLD
gần,釿,U+91FF,1,0,0,,,斷,True,GOLD
gầy,計,U+8A08,1,0,0,,,摂,True,SILVER
gập,及,U+53CA,1,0,0,,,孤,True,SILVER
gọi,𨆝,U+2819D,1,0,0,,,繪,True,GOLD
gố,枯,U+67AF,1,0,0,,,枯,False,SILVER
gốc,㭲,U+3B72,1,0,0,,,松,True,GOLD
gồm,𠁝,U+2005D,1,0,0,,,較,True,GOLD
gổ,枯,U+67AF,1,0,0,,,枯,False,SILVER
hay,䏻,U+43FB,1,0,0,,,䏻,True,GOLD
hay,唭,U+552D,1,0,0,,,其,True,GOLD
hiền,䝨,U+4768,1,0,0,,,䝨,True,GOLD
hiểu,曉,U+66C9,1,0,0,,,曉,True,GOLD
huống,貺,U+8CBA,1,0,0,,,既,True,GOLD
hà,荷,U+8377,1,0,0,,,荷,True,GOLD
hài,諧,U+8AE7,1,0,0,,,諧,True,GOLD
hàng,桁,U+6841,1,0,0,,,沛,True,GOLD
hào,淆,U+6DC6,1,0,0,,,淆,True,GOLD
hào,豪,U+8C6A,1,0,0,,,豪,True,GOLD
hám,撼,U+64BC,1,0,0,,,撼,True,GOLD
háo,好,U+597D,1,0,0,,,好,True,GOLD
hát,欯,U+6B2F,1,0,0,,,欿,True,GOLD
hãi,骇,U+9A87,1,0,0,,,刻,True,GOLD
hè,夏,U+590F,1,0,0,,,夏,True,GOLD
hét,喝,U+559D,1,0,0,,,喝,True,GOLD
hòm,函,U+51FD,1,0,0,,,函,True,GOLD
hót,忽,U+5FFD,1,0,0,,,忽,True,GOLD
hõi,矣,U+77E3,1,0,0,,,矣,False,SILVER
hăng,行,U+884C,1,0,0,,,恒,True,SILVER
hư,虛,U+865B,1,0,0,,,虛,True,GOLD
hầu,候,U+5019,1,0,0,,,候,True,GOLD
hầu,矦,U+77E6,1,0,0,,,矦,True,GOLD
hằng,亙,U+4E99,1,0,0,,,怛,True,SILVER
hằng,恆,U+6046,1,0,0,,,恆,True,GOLD
hẹn,恨,U+6068,1,0,0,,,恨,True,GOLD
hết,哈,U+54C8,1,0,0,,,哈,True,GOLD
họa,祸,U+7978,1,0,0,,,祸,True,GOLD
họa,𥘑,U+25611,1,0,0,,,対,True,GOLD
hỏi,誨,U+8AA8,1,0,0,,,誨,True,GOLD
hộ,䕶,U+4576,1,0,0,,,䕶,True,GOLD
hờn,恨,U+6068,1,0,0,,,恨,True,GOLD
hợi,亥,U+4EA5,1,0,0,,,亥,True,GOLD
i,揆,U+63C6,1,0,0,,,投,True,GOLD
ii,离,U+79BB,1,0,0,,,离,False,SILVER
imình,𠇮,U+201EE,1,0,0,,,𠇮,False,SILVER
in,抑,U+6291,1,0,0,,,仰,True,GOLD
iu,夭,U+592D,1,0,0,,,夭,False,SILVER
ka,歌,U+6B4C,1,0,0,,,歌,False,SILVER
khac,恪,U+606A,1,0,0,,,恪,False,SILVER
khang,康,U+5EB7,1,0,0,,,康,True,GOLD
khi,吱,U+5431,1,0,0,,,支,True,GOLD
khi,唭,U+552D,1,0,0,,,共,True,GOLD
khi,攲,U+6532,1,0,0,,,坡,True,GOLD
khi,猗,U+7317,1,0,0,,,犯,True,GOLD
khiêng,輕,U+8F15,1,0,0,,,輕,True,GOLD
kho,庫,U+5EAB,1,0,0,,,庫,True,GOLD
khon,坤,U+5764,1,0,0,,,坤,False,SILVER
khoét,抉,U+6289,1,0,0,,,决,True,GOLD
khoét,鈌,U+920C,1,0,0,,,鈌,True,GOLD
khuya,亏,U+4E8F,1,0,0,,,亏,True,GOLD
khuyên,券,U+5238,1,0,0,,,分,True,GOLD
khát,喝,U+559D,1,0,0,,,喝,True,GOLD
khéo,害,U+5BB3,1,0,0,,,害,True,GOLD
khí,𠾖,U+20F96,1,0,0,,,𠾖,True,GOLD
khói,塊,U+584A,1,0,0,,,魏,True,SILVER
khôi,灰,U+7070,1,0,0,,,灰,True,GOLD
khôn,囷,U+56F7,1,0,0,,,困,True,GOLD
khảo,考,U+8003,1,0,0,,,考,True,GOLD
khị,欺,U+6B3A,1,0,0,,,耿,True,SILVER
khỏe,跬,U+8DEC,1,0,0,,,跬,True,GOLD
khối,塊,U+584A,1,0,0,,,魂,True,SILVER
khởi,起,U+8D77,1,0,0,,,起,True,GOLD
khứng,肯,U+80AF,1,0,0,,,肯,True,GOLD
ki,箕,U+7B95,1,0,0,,,冥,True,SILVER
kieu,驕,U+9A55,1,0,0,,,驕,False,SILVER
kim,金,U+91D1,1,0,0,,,金,True,GOLD
kinh,惊,U+60CA,1,0,0,,,磊,True,GOLD
kinh,驚,U+9A5A,1,0,0,,,駑,True,GOLD
kiếm,劒,U+5292,1,0,0,,,劒,True,GOLD
kê,計,U+8A08,1,0,0,,,計,True,GOLD
ký,記,U+8A18,1,0,0,,,記,True,GOLD
kẻo,嬌,U+5B0C,1,0,0,,,嬌,True,GOLD
kẻo,矫,U+77EB,1,0,0,,,秌,True,GOLD
kết,結,U+7D50,1,0,0,,,結,True,GOLD
kịp,立,U+7ACB,1,0,0,,,立,True,GOLD
kỳ,期,U+671F,1,0,0,,,期,True,GOLD
la,囉,U+56C9,1,0,0,,,咤,True,SILVER
lan,𬞕,U+2C795,1,0,0,,,𬞕,True,GOLD
lang,郎,U+90CE,1,0,0,,,郎,True,GOLD
lau,娄,U+5A04,1,0,0,,,妻,True,SILVER
le,𠲥,U+20CA5,1,0,0,,,祠,True,GOLD
lia,离,U+79BB,1,0,0,,,爾,True,SILVER
liêm,㢘,U+3898,1,0,0,,,㢘,True,GOLD
liêm,鎌,U+938C,1,0,0,,,鎌,True,GOLD
liêm,𤎉,U+24389,1,0,0,,,𤎉,True,GOLD
liên,连,U+8FDE,1,0,0,,,吏,True,GOLD
liêng,灵,U+7075,1,0,0,,,羡,True,SILVER
liệu,科,U+79D1,1,0,0,,,科,True,GOLD
