sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M3_0216,gold/stt2_page_0030_c03_057.png,stt2,page_0030,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1126, 1557, 1224, 1668]",108,112,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.791,,0,False,,False,False,False,False,True,True,False,False,True
M3_0217,gold/stt2_page_0102_c05_086.png,stt2,page_0102,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[814, 566, 918, 680]",104,140,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.882,,0,False,,False,False,False,False,True,True,False,False,True
M3_0218,gold/stt2_page_0032_c04_085.png,stt2,page_0032,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[982, 2213, 1081, 2331]",121,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.080,,0,False,,False,False,False,False,True,True,False,False,True
M3_0219,gold/stt4_page_0252_c03_059.png,stt4,page_0252,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[751, 1057, 822, 1128]",87,87,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.543,,0,False,,False,False,False,False,True,True,False,False,True
M3_0220,gold/stt2_page_0280_c01_015.png,stt2,page_0280,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1463, 1812, 1570, 1925]",104,138,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.959,,0,False,,False,False,False,False,True,True,False,False,True
M3_0221,gold/stt2_page_0074_c05_096.png,stt2,page_0074,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[822, 1685, 930, 1811]",110,147,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,分,0.942,分,1,True,分,False,False,False,True,True,False,False,False,False
M3_0222,gold/stt4_page_0188_c01_019.png,stt4,page_0188,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[967, 1510, 1038, 1594]",59,104,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,i qu饯,0.669,饯,1,True,饯,False,False,False,True,True,False,True,False,False
M3_0223,gold/stt2_page_0094_c08_161.png,stt2,page_0094,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[367, 753, 471, 869]",121,140,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.012,,0,False,,False,False,False,False,True,True,False,False,True
M3_0224,gold/stt2_page_0298_c01_011.png,stt2,page_0298,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1427, 1693, 1547, 1833]",141,166,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,否,1.455,否,1,True,否,False,False,False,True,True,False,False,False,False
M3_0225,gold/stt11_page_0134_c03_065.png,stt11,page_0134,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1171, 2126, 1272, 2228]",103,126,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.809,,0,False,,False,False,False,False,True,True,False,False,True
M3_0226,gold/stt2_page_0206_c04_072.png,stt2,page_0206,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[987, 2216, 1101, 2347]",125,161,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.248,,0,False,,False,False,False,False,True,True,False,False,True
M3_0227,gold/stt2_page_0186_c04_067.png,stt2,page_0186,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[950, 1663, 1058, 1790]",116,155,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.056,,0,False,,False,False,False,False,True,True,False,False,True
M3_0228,gold/stt2_page_0272_c02_024.png,stt2,page_0272,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1292, 771, 1406, 893]",117,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.116,,0,False,,False,False,False,False,True,True,False,False,True
M3_0229,gold/stt2_page_0170_c02_028.png,stt2,page_0170,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1292, 1557, 1402, 1690]",120,162,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.216,,0,False,,False,False,False,False,True,True,False,False,True
M3_0230,gold/stt2_page_0312_c06_120.png,stt2,page_0312,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[702, 1579, 812, 1696]",106,134,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.971,,0,False,,False,False,False,False,True,True,False,False,True
M3_0231,gold/stt2_page_0192_c09_165.png,stt2,page_0192,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[196, 2186, 305, 2312]",120,153,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.050,,0,False,,False,False,False,False,True,True,False,False,True
M3_0232,gold/stt11_page_0032_c03_044.png,stt11,page_0032,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1152, 505, 1259, 622]",95,141,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.901,,0,False,,False,False,False,False,True,True,False,False,True
M3_0233,gold/stt2_page_0308_c03_028.png,stt2,page_0308,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1140, 2033, 1248, 2151]",127,142,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.037,,0,False,,False,False,False,False,True,True,False,False,True
M3_0234,gold/stt2_page_0094_c07_143.png,stt2,page_0094,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[519, 1011, 619, 1122]",107,136,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,1741,1.122,,0,False,,False,False,False,False,True,False,False,False,True
M3_0235,gold/stt4_page_0020_c04_084.png,stt4,page_0020,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[676, 1571, 744, 1639]",71,75,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.403,,0,False,,False,False,False,False,True,True,False,False,True
M3_0236,gold/stt4_page_0062_c04_068.png,stt4,page_0062,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[655, 502, 726, 578]",85,93,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.586,,0,False,,False,False,False,False,True,True,False,False,True
M3_0237,gold/stt2_page_0030_c02_037.png,stt2,page_0030,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1275, 1815, 1374, 1923]",110,128,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.892,,0,False,,False,False,False,False,True,True,False,False,True
M3_0238,gold/stt4_page_0244_c08_163.png,stt4,page_0244,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[272, 655, 347, 738]",90,98,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.567,,0,False,,False,False,False,False,True,True,False,False,True
M3_0239,gold/stt2_page_0288_c08_152.png,stt2,page_0288,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[383, 1801, 499, 1925]",89,140,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,因之,0.905,因之,2,False,因,False,False,False,True,True,False,False,True,False
M3_0240,gold/stt11_page_0042_c08_132.png,stt11,page_0042,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[397, 1246, 501, 1361]",93,118,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.796,,0,False,,False,False,False,False,True,True,False,False,True
M3_0241,gold/stt2_page_0250_c07_112.png,stt2,page_0250,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[566, 457, 682, 578]",126,136,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.060,,0,False,,False,False,False,False,True,True,False,False,True
M3_0242,gold/stt2_page_0160_c06_099.png,stt2,page_0160,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[646, 1062, 764, 1193]",131,161,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.277,,0,False,,False,False,False,False,True,True,False,False,True
M3_0243,gold/stt4_page_0112_c05_105.png,stt4,page_0112,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[560, 1343, 629, 1419]",68,85,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.502,,0,False,,False,False,False,False,True,True,False,False,True
M3_0244,gold/stt2_page_0030_c04_070.png,stt2,page_0030,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[985, 674, 1077, 781]",100,124,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.862,,0,False,,False,False,False,False,True,True,False,False,True
M3_0245,gold/stt2_page_0236_c02_020.png,stt2,page_0236,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1282, 569, 1395, 707]",127,170,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,12 ㅎㅎ,1.569,,0,False,,False,False,False,False,True,False,False,False,True
M3_0246,gold/stt4_page_0130_c03_049.png,stt4,page_0130,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[794, 657, 866, 738]",70,94,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.561,,0,False,,False,False,False,False,True,True,False,False,True
M3_0247,gold/stt2_page_0126_c06_122.png,stt2,page_0126,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[688, 1677, 792, 1792]",128,138,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.947,,0,False,,False,False,False,False,True,True,False,False,True
M3_0248,gold/stt2_page_0116_c02_020.png,stt2,page_0116,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1301, 468, 1407, 583]",130,140,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.052,,0,False,,False,False,False,False,True,True,False,False,True
M3_0249,gold/stt11_page_0034_c02_032.png,stt11,page_0034,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1313, 1353, 1420, 1466]",100,139,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.839,,0,False,,False,False,False,False,True,True,False,False,True
M3_0250,gold/stt2_page_0310_c03_057.png,stt2,page_0310,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1142, 2187, 1253, 2313]",105,149,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.991,,0,False,,False,False,False,False,True,True,False,False,True
M3_0251,gold/stt2_page_0176_c06_109.png,stt2,page_0176,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[663, 2188, 774, 2315]",128,141,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,ក្រ,1.279,,0,False,,False,False,False,False,True,False,False,False,True
M3_0252,gold/stt11_page_0034_c07_133.png,stt11,page_0034,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[565, 611, 671, 727]",94,124,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.791,,0,False,,False,False,False,False,True,True,False,False,True
M3_0253,gold/stt2_page_0034_c05_103.png,stt2,page_0034,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[803, 2305, 905, 2427]",123,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.115,,0,False,,False,False,False,False,True,True,False,False,True
M3_0254,gold/stt2_page_0022_c09_167.png,stt2,page_0022,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[224, 584, 337, 676]",121,114,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.910,,0,False,,False,False,False,False,True,True,False,False,True
M3_0255,gold/stt2_page_0060_c01_011.png,stt2,page_0060,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1431, 1501, 1541, 1610]",106,108,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.716,,0,False,,False,False,False,False,True,True,False,False,True
M3_0256,gold/stt11_page_0288_c01_003.png,stt11,page_0288,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1515, 725, 1619, 846]",87,139,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.869,,0,False,,False,False,False,False,True,True,False,False,True
M3_0257,gold/stt2_page_0306_c07_130.png,stt2,page_0306,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[559, 1923, 666, 2048]",86,143,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.872,,0,False,,False,False,False,False,True,True,False,False,True
M3_0258,gold/stt2_page_0280_c07_130.png,stt2,page_0280,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[548, 476, 657, 581]",108,119,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.852,,0,False,,False,False,False,False,True,True,False,False,True
M3_0259,gold/stt4_page_0028_c04_042.png,stt4,page_0028,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[668, 1072, 739, 1146]",73,89,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.505,,0,False,,False,False,False,False,True,True,False,False,True
M3_0260,gold/stt2_page_0274_c05_089.png,stt2,page_0274,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[809, 863, 920, 995]",96,162,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.007,,0,False,,False,False,False,False,True,True,False,False,True
M3_0261,gold/stt2_page_0056_c05_099.png,stt2,page_0056,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[822, 1668, 922, 1768]",124,108,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.876,,0,False,,False,False,False,False,True,True,False,False,True
M3_0262,gold/stt11_page_0112_c07_135.png,stt11,page_0112,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[557, 966, 665, 1084]",104,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.930,,0,False,,False,False,False,False,True,True,False,False,True
M3_0263,gold/stt2_page_0276_c07_128.png,stt2,page_0276,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1181, 2307, 1294, 2443]",117,134,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.031,,0,False,,False,False,False,False,True,True,False,False,True
M3_0264,gold/stt4_page_0090_c09_186.png,stt4,page_0090,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[168, 1385, 228, 1456]",17,16,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.237,,0,False,,False,False,False,False,True,True,False,False,True
M3_0265,gold/stt2_page_0054_c07_119.png,stt2,page_0054,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[515, 1210, 619, 1325]",114,136,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.937,,0,False,,False,False,False,False,True,True,False,False,True
M3_0266,gold/stt2_page_0220_c05_093.png,stt2,page_0220,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[812, 2093, 915, 2215]",94,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.032,,0,False,,False,False,False,False,True,True,False,False,True
M3_0267,gold/stt2_page_0202_c03_058.png,stt2,page_0202,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1161, 2422, 1260, 2535]",121,135,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.939,,0,False,,False,False,False,False,True,True,False,False,True
M3_0268,gold/stt2_page_0304_c05_078.png,stt2,page_0304,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[849, 457, 967, 577]",146,139,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.262,,0,False,,False,False,False,False,True,True,False,False,True
M3_0269,gold/stt4_page_0140_c03_056.png,stt4,page_0140,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[759, 1124, 823, 1200]",74,94,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.523,,0,False,,False,False,False,False,True,True,False,False,True
M3_0270,gold/stt2_page_0098_c08_149.png,stt2,page_0098,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[347, 2304, 453, 2422]",130,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.168,,0,False,,False,False,False,False,True,True,False,False,True
M3_0271,gold/stt2_page_0164_c09_141.png,stt2,page_0164,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[231, 788, 326, 914]",116,154,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.030,,0,False,,False,False,False,False,True,True,False,False,True
M3_0272,gold/stt2_page_0320_c07_131.png,stt2,page_0320,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[556, 2303, 667, 2433]",108,160,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.123,,0,False,,False,False,False,False,True,True,False,False,True
M3_0273,gold/stt2_page_0324_c02_031.png,stt2,page_0324,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1300, 1364, 1409, 1491]",104,132,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.827,,0,False,,False,False,False,False,True,True,False,False,True
M3_0274,gold/stt4_page_0204_c01_000.png,stt4,page_0204,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[957, 227, 1026, 296]",69,66,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.421,,0,False,,False,False,False,False,True,True,False,False,True
M3_0275,gold/stt4_page_0224_c04_070.png,stt4,page_0224,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[687, 731, 752, 804]",78,87,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.526,,0,False,,False,False,False,False,True,True,False,False,True
M3_0276,gold/stt2_page_0120_c06_125.png,stt2,page_0120,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[664, 2321, 771, 2433]",113,128,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.888,,0,False,,False,False,False,False,True,True,False,False,True
M3_0277,gold/stt4_page_0136_c06_114.png,stt4,page_0136,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[462, 701, 534, 783]",75,99,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.577,,0,False,,False,False,False,False,True,True,False,False,True
M3_0278,gold/stt2_page_0138_c03_054.png,stt2,page_0138,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1157, 1302, 1256, 1413]",108,137,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.967,,0,False,,False,False,False,False,True,True,False,False,True
M3_0279,gold/stt11_page_0076_c08_142.png,stt11,page_0076,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[465, 1467, 560, 1574]",106,131,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.874,,0,False,,False,False,False,False,True,True,False,False,True
M3_0280,gold/stt2_page_0096_c02_031.png,stt2,page_0096,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1286, 1219, 1391, 1332]",110,137,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.969,,0,False,,False,False,False,False,True,True,False,False,True
M3_0281,gold/stt4_page_0230_c07_132.png,stt4,page_0230,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[381, 768, 453, 850]",82,95,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.531,,0,False,,False,False,False,False,True,True,False,False,True
M3_0282,gold/stt2_page_0298_c08_143.png,stt2,page_0298,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[368, 1560, 475, 1695]",116,163,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.196,,0,False,,False,False,False,False,True,True,False,False,True
M3_0283,gold/stt2_page_0042_c06_126.png,stt2,page_0042,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[674, 2419, 776, 2522]",126,123,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.912,,0,False,,False,False,False,False,True,True,False,False,True
M3_0284,gold/stt11_page_0272_c06_114.png,stt11,page_0272,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[752, 2124, 853, 2238]",97,134,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.852,,0,False,,False,False,False,False,True,True,False,False,True
M3_0285,gold/stt4_page_0268_c04_085.png,stt4,page_0268,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[651, 1275, 716, 1347]",68,75,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.458,,0,False,,False,False,False,False,True,True,False,False,True
M3_0286,gold/stt2_page_0112_c04_072.png,stt2,page_0112,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[982, 1540, 1088, 1656]",107,138,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.920,,0,False,,False,False,False,False,True,True,False,False,True
M3_0287,gold/stt11_page_0262_c06_102.png,stt11,page_0262,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[727, 634, 833, 699]",78,79,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.482,,0,False,,False,False,False,False,True,True,False,False,True
